timestamp,open,high,low,close,volume
2020-02-17 15:00:00,3650000.0,3650000.0,3650000.0,3650000.0,0.0
2020-02-17 17:00:00,3610000.0,3610000.0,3579000.0,3579000.0,0.0
2020-02-17 18:00:00,3570000.0,3728000.0,3556000.0,3728000.0,0.0
2020-02-17 19:00:00,3775000.0,3816000.0,3772000.0,3787000.0,0.0
2020-02-17 20:00:00,3800000.0,3839000.0,3762000.0,3815000.0,0.0
2020-02-17 21:00:00,3787000.0,3787000.0,3745000.0,3785000.0,0.0
2020-02-17 22:00:00,3775000.0,3800000.0,3775000.0,3800000.0,0.0
2020-02-17 23:00:00,3780000.0,3815000.0,3780000.0,3810000.0,0.0
2020-02-18 00:00:00,3815000.0,3837000.0,3803500.0,3836000.0,0.0
2020-02-18 02:00:00,3803500.0,3850000.0,3774000.0,3850000.0,0.0
2020-02-18 03:00:00,3941000.0,3942000.0,3941000.0,3942000.0,0.0
2020-02-18 04:00:00,3945000.0,3972000.0,3945000.0,3972000.0,0.0
2020-02-18 05:00:00,3972000.0,3986000.0,3972000.0,3986000.0,0.0
2020-02-18 07:00:00,3971000.0,3985000.0,3920000.0,3957000.0,0.0
2020-02-18 08:00:00,3986000.0,3990000.0,3986000.0,3990000.0,0.0
2020-02-18 09:00:00,3961900.0,3977000.0,3961900.0,3977000.0,0.0
2020-02-18 10:00:00,3946000.0,3968000.0,3917000.0,3968000.0,0.0
2020-02-18 11:00:00,3980000.0,3980000.0,3980000.0,3980000.0,0.0
2020-02-18 12:00:00,3962000.0,3962000.0,3921000.0,3932000.0,0.0
2020-02-18 13:00:00,3917000.0,3932000.0,3857000.0,3932000.0,0.0
2020-02-18 14:00:00,3906000.0,3975000.0,3906000.0,3962000.0,0.0
2020-02-18 15:00:00,3974000.0,3977000.0,3947000.0,3947000.0,0.0
2020-02-18 16:00:00,3922002.0,3962000.0,3828000.0,3838000.0,0.0
2020-02-18 17:00:00,3897000.0,3942000.0,3838000.0,3942000.0,0.0
2020-02-18 18:00:00,3927000.0,4015000.0,3927000.0,4015000.0,0.0
2020-02-18 19:00:00,4037000.0,4089000.0,4036000.0,4089000.0,0.0
2020-02-18 20:00:00,4090000.0,4168000.0,4055000.0,4100000.0,0.0
2020-02-18 21:00:00,4100000.0,4155000.0,4078000.0,4079000.0,0.0
2020-02-18 22:00:00,4090000.0,4170000.0,4079000.0,4170000.0,0.0
2020-02-18 23:00:00,4120000.0,4170000.0,4093000.0,4120000.0,0.0
2020-02-19 00:00:00,4148900.0,4160000.0,4109000.0,4148000.0,0.0
2020-02-19 01:00:00,4126000.0,4126000.0,4030000.0,4050000.0,0.0
2020-02-19 02:00:00,4088000.0,4088000.0,4088000.0,4088000.0,0.0
2020-02-19 07:00:00,4030000.0,4099000.0,4030000.0,4099000.0,0.0
2020-02-19 08:00:00,4068000.0,4068000.0,4031000.0,4031000.0,0.0
2020-02-19 09:00:00,4083000.0,4084000.0,4030000.0,4030000.0,0.0
2020-02-19 10:00:00,4020000.0,4084000.0,4000000.0,4040000.0,0.0
2020-02-19 12:00:00,4054999.0,4160000.0,4054999.0,4160000.0,0.0
2020-02-19 14:00:00,4157000.0,4157000.0,4071000.0,4100000.0,0.0
2020-02-19 15:00:00,4149000.0,4160000.0,4110002.0,4110002.0,0.0
2020-02-19 16:00:00,4111000.0,4157000.0,4111000.0,4157000.0,0.0
2020-02-19 17:00:00,4110002.0,4152000.0,4100000.0,4152000.0,0.0
2020-02-19 18:00:00,4100000.0,4100000.0,4095000.0,4095000.0,0.0
2020-02-19 19:00:00,4095000.0,4095000.0,4095000.0,4095000.0,0.0
2020-02-19 20:00:00,4110000.0,4149000.0,4110000.0,4149000.0,0.0
2020-02-19 21:00:00,4100000.0,4129000.0,4100000.0,4129000.0,0.0
2020-02-19 22:00:00,4129000.0,4148988.0,4096000.0,4096000.0,0.0
2020-02-19 23:00:00,4096000.0,4112000.0,4065000.0,4065000.0,0.0
2020-02-20 00:00:00,4040000.0,4052000.0,3938000.0,4008000.0,0.0
2020-02-20 01:00:00,3900000.0,3965000.0,3800000.0,3905000.0,0.0
2020-02-20 02:00:00,3808000.0,3808000.0,3808000.0,3808000.0,0.0
2020-02-20 03:00:00,3861000.0,3861000.0,3809009.0,3809009.0,0.0
2020-02-20 04:00:00,3845000.0,3845000.0,3822000.0,3822000.0,0.0
2020-02-20 05:00:00,3891000.0,3891000.0,3817000.0,3817000.0,0.0
2020-02-20 06:00:00,3831000.0,3990000.0,3831000.0,3990000.0,0.0
2020-02-20 07:00:00,3990000.0,3990000.0,3850000.0,3850000.0,0.0
2020-02-20 08:00:00,3830000.0,3830000.0,3830000.0,3830000.0,0.0
2020-02-20 09:00:00,3841000.0,3871000.0,3841000.0,3871000.0,0.0
2020-02-20 10:00:00,3856000.0,3904000.0,3827000.0,3882000.0,0.0
2020-02-20 11:00:00,3894000.0,3894000.0,3839000.0,3839000.0,0.0
2020-02-20 12:00:00,3839000.0,3854000.0,3794000.0,3794000.0,0.0
2020-02-20 13:00:00,3839000.0,3839000.0,3838000.0,3839000.0,0.0
2020-02-20 14:00:00,3854000.0,3854000.0,3812000.0,3812000.0,0.0
2020-02-20 15:00:00,3814000.0,3814000.0,3766002.0,3766002.0,0.0
2020-02-20 16:00:00,3766002.0,3766002.0,3705000.0,3749999.0,0.0
2020-02-20 17:00:00,3750000.0,3806000.0,3750000.0,3806000.0,0.0
2020-02-20 18:00:00,3839000.0,3854000.0,3800000.0,3800000.0,0.0
2020-02-20 19:00:00,3814000.0,3814000.0,3756000.0,3756000.0,0.0
2020-02-20 20:00:00,3736100.0,3845000.0,3700000.0,3778000.0,0.0
2020-02-20 21:00:00,3778000.0,3778000.0,3778000.0,3778000.0,0.0
2020-02-20 22:00:00,3771000.0,3771000.0,3771000.0,3771000.0,0.0
